localid,Language,collection,label,description ,definition,status
EVT,en,fisiogr_forma,EVT,"aggraded slope dissected by small valleys, catastrophically redissected","aggraded slope dissected by small valleys, catastrophically redissected",https://inspire.ec.europa.eu/registry/status/valid
EX,en,fisiogr_forma,EX,convex slope or summit,convex slope or summit,https://inspire.ec.europa.eu/registry/status/valid
EY,en,fisiogr_forma,EY,valley,valley,https://inspire.ec.europa.eu/registry/status/valid
EYA,en,fisiogr_forma,EYA,V shaped asimetric valley,V shaped asimetric valley,https://inspire.ec.europa.eu/registry/status/valid
EYC,en,fisiogr_forma,EYC,U shaped valley,U shaped valley,https://inspire.ec.europa.eu/registry/status/valid
EYN,en,fisiogr_forma,EYN,canyon,canyon,https://inspire.ec.europa.eu/registry/status/valid
EYV,en,fisiogr_forma,EYV,V shaped valley,V shaped valley,https://inspire.ec.europa.eu/registry/status/valid
F00,en,fisiogr_forma,F00,fluvial origin between mountain ridge landforms,fluvial origin between mountain ridge landforms,https://inspire.ec.europa.eu/registry/status/valid
FA,en,fisiogr_forma,FA,valley floor between mountain ridges,valley floor between mountain ridges,https://inspire.ec.europa.eu/registry/status/valid
FAA,en,fisiogr_forma,FAA,valley floor between mountain ridges,valley floor between mountain ridges,https://inspire.ec.europa.eu/registry/status/valid
FAB,en,fisiogr_forma,FAB,valley floor with bedrock outcrop,valley floor with bedrock outcrop,https://inspire.ec.europa.eu/registry/status/valid
FAF,en,fisiogr_forma,FAF,valley floor active bed with interlaced channels,valley floor active bed with interlaced channels,https://inspire.ec.europa.eu/registry/status/valid
FAM,en,fisiogr_forma,FAM,ephemeral stream bed (fiumara),ephemeral stream bed (fiumara),https://inspire.ec.europa.eu/registry/status/valid
FAR,en,fisiogr_forma,FAR,in filled valley floor,in filled valley floor,https://inspire.ec.europa.eu/registry/status/valid
FAS,en,fisiogr_forma,FAS,hanging valley floor,hanging valley floor,https://inspire.ec.europa.eu/registry/status/valid
FAX,en,fisiogr_forma,FAX,valley floor with traces of interlaced channels,valley floor with traces of interlaced channels,https://inspire.ec.europa.eu/registry/status/valid
FAY,en,fisiogr_forma,FAY,valley floor with traces of individual channels,valley floor with traces of individual channels,https://inspire.ec.europa.eu/registry/status/valid
FB,en,fisiogr_forma,FB,valley floor in reclaimed flood plane,valley floor in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FBA,en,fisiogr_forma,FBA,valley floor in reclaimed flood plane,valley floor in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FBB,en,fisiogr_forma,FBB,valley floor in reclaimed flood plane with bedrock outcrop,valley floor in reclaimed flood plane with bedrock outcrop,https://inspire.ec.europa.eu/registry/status/valid
FBF,en,fisiogr_forma,FBF,valley floor active bed with interlaced channels in reclaimed flood plane,valley floor active bed with interlaced channels in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FBM,en,fisiogr_forma,FBM,ephemeral stream bed (fiumara) in reclaimed flood plane,ephemeral stream bed (fiumara) in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FBR,en,fisiogr_forma,FBR,in filled valley floor in reclaimed flood plane,in filled valley floor in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FBS,en,fisiogr_forma,FBS,hanging valley floor in reclaimed flood plane,hanging valley floor in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FBX,en,fisiogr_forma,FBX,valley floor with traces of interlaced channels in reclaimed flood plane,valley floor with traces of interlaced channels in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FBY,en,fisiogr_forma,FBY,valley floor with traces of individual channels in reclaimed flood plane,valley floor with traces of individual channels in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FC,en,fisiogr_forma,FC,small alluvial fans,small alluvial fans,https://inspire.ec.europa.eu/registry/status/valid
FCC,en,fisiogr_forma,FCC,alluvial fan,alluvial fan,https://inspire.ec.europa.eu/registry/status/valid
FCD,en,fisiogr_forma,FCD,inter-fan depression,inter-fan depression,https://inspire.ec.europa.eu/registry/status/valid
FCE,en,fisiogr_forma,FCE,coalescent alluvial fans,coalescent alluvial fans,https://inspire.ec.europa.eu/registry/status/valid
FCF,en,fisiogr_forma,FCF,alluvial glacis of alluvial fans,alluvial glacis of alluvial fans,https://inspire.ec.europa.eu/registry/status/valid
FD,en,fisiogr_forma,FD,in filled or reclaimed lacustrine plane in reclaimed flood plane,in filled or reclaimed lacustrine plane in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FDM,en,fisiogr_forma,FDM,almost mineral in filled or reclaimed lacustrine plane in reclaimed flood plane,almost mineral in filled or reclaimed lacustrine plane in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FDO,en,fisiogr_forma,FDO,almost organical in filled or reclaimed lacustrine plane in reclaimed flood plane,almost organical in filled or reclaimed lacustrine plane in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FDS,en,fisiogr_forma,FDS,almost mineral in filled or reclaimed lacustrine hanging plane in reclaimed flood plane,almost mineral in filled or reclaimed lacustrine hanging plane in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
FE,en,fisiogr_forma,FE,erosion terrace,erosion terrace,https://inspire.ec.europa.eu/registry/status/valid
FL,en,fisiogr_forma,FL,in filled or reclaimed lacustrine plane,in filled or reclaimed lacustrine plane,https://inspire.ec.europa.eu/registry/status/valid
FLM,en,fisiogr_forma,FLM,almost mineral in filled or reclaimed lacustrine plane,almost mineral in filled or reclaimed lacustrine plane,https://inspire.ec.europa.eu/registry/status/valid
FLO,en,fisiogr_forma,FLO,almost organical in filled or reclaimed lacustrine plane,almost organical in filled or reclaimed lacustrine plane,https://inspire.ec.europa.eu/registry/status/valid
FLS,en,fisiogr_forma,FLS,almost mineral in filled or reclaimed lacustrine hanging plane,almost mineral in filled or reclaimed lacustrine hanging plane,https://inspire.ec.europa.eu/registry/status/valid
FR,en,fisiogr_forma,FR,large in filled depression,large in filled depression,https://inspire.ec.europa.eu/registry/status/valid
FRS,en,fisiogr_forma,FRS,hanging large in filled depression,hanging large in filled depression,https://inspire.ec.europa.eu/registry/status/valid
FT,en,fisiogr_forma,FT,fluvial terrace between mountain ridges,fluvial terrace between mountain ridges,https://inspire.ec.europa.eu/registry/status/valid
FTI,en,fisiogr_forma,FTI,dissected fluvial terrace between mountain ridges,dissected fluvial terrace between mountain ridges,https://inspire.ec.europa.eu/registry/status/valid
FTO,en,fisiogr_forma,FTO,fluvial terrace between mountain ridges with uneven surface,fluvial terrace between mountain ridges with uneven surface,https://inspire.ec.europa.eu/registry/status/valid
FTS,en,fisiogr_forma,FTS,riverbank erosion scarp,riverbank erosion scarp,https://inspire.ec.europa.eu/registry/status/valid
FTX,en,fisiogr_forma,FTX,fluvial terrace with traces of interlaced channels between mountain ridges,fluvial terrace with traces of interlaced channels between mountain ridges,https://inspire.ec.europa.eu/registry/status/valid
FTY,en,fisiogr_forma,FTY,fluvial terrace with traces of individual channels traces between mountain ridges,fluvial terrace with traces of individual channels traces between mountain ridges,https://inspire.ec.europa.eu/registry/status/valid
G00,en,fisiogr_forma,G00,glacial and periglacial landforms,glacial and periglacial landforms,https://inspire.ec.europa.eu/registry/status/valid
GB,en,fisiogr_forma,GB,block flow (and rock glaciers),block flow (and rock glaciers),https://inspire.ec.europa.eu/registry/status/valid
GC,en,fisiogr_forma,GC,glacial circle,glacial circle,https://inspire.ec.europa.eu/registry/status/valid
GD,en,fisiogr_forma,GD,surface with crioturbation,surface with crioturbation,https://inspire.ec.europa.eu/registry/status/valid
GF,en,fisiogr_forma,GF,fluvial-glacial accumulation landforms,fluvial-glacial accumulation landforms,https://inspire.ec.europa.eu/registry/status/valid
GFK,en,fisiogr_forma,GFK,esker,esker,https://inspire.ec.europa.eu/registry/status/valid
GFR,en,fisiogr_forma,GFR,proglacial alluvial relieves (Kame),proglacial alluvial relieves (Kame),https://inspire.ec.europa.eu/registry/status/valid
GFS,en,fisiogr_forma,GFS,proglacial alluvial plane (Sandur),proglacial alluvial plane (Sandur),https://inspire.ec.europa.eu/registry/status/valid
GG,en,fisiogr_forma,GG,glacial valley,glacial valley,https://inspire.ec.europa.eu/registry/status/valid
GGS,en,fisiogr_forma,GGS,hanging glacial valley,hanging glacial valley,https://inspire.ec.europa.eu/registry/status/valid
GGU,en,fisiogr_forma,GGU,U shaped glacial valley,U shaped glacial valley,https://inspire.ec.europa.eu/registry/status/valid
GM,en,fisiogr_forma,GM,moraine relieves,moraine relieves,https://inspire.ec.europa.eu/registry/status/valid
GMA,en,fisiogr_forma,GMA,"bottom moraine, ablation moraine","bottom moraine, ablation moraine",https://inspire.ec.europa.eu/registry/status/valid
GMD,en,fisiogr_forma,GMD,drumlin,drumlin,https://inspire.ec.europa.eu/registry/status/valid
GMF,en,fisiogr_forma,GMF,frontal moraine,frontal moraine,https://inspire.ec.europa.eu/registry/status/valid
GMI,en,fisiogr_forma,GMI,intermoraine depression,intermoraine depression,https://inspire.ec.europa.eu/registry/status/valid
GML,en,fisiogr_forma,GML,lateral moraine,lateral moraine,https://inspire.ec.europa.eu/registry/status/valid
GMN,en,fisiogr_forma,GMN,nivomoraine,nivomoraine,https://inspire.ec.europa.eu/registry/status/valid
GN,en,fisiogr_forma,GN,nivation hollow,nivation hollow,https://inspire.ec.europa.eu/registry/status/valid
GS,en,fisiogr_forma,GS,overexcavation hollow,overexcavation hollow,https://inspire.ec.europa.eu/registry/status/valid
GSR,en,fisiogr_forma,GSR,filled overexcavation hollow,filled overexcavation hollow,https://inspire.ec.europa.eu/registry/status/valid
GT,en,fisiogr_forma,GT,glacial erosion terrace,glacial erosion terrace,https://inspire.ec.europa.eu/registry/status/valid
M00,en,fisiogr_forma,M00,"lagoonal, lacustrine and marine origin landforms","lagoonal, lacustrine and marine origin landforms",https://inspire.ec.europa.eu/registry/status/valid
MA,en,fisiogr_forma,MA,marine abrasion platform,marine abrasion platform,https://inspire.ec.europa.eu/registry/status/valid
MAP,en,fisiogr_forma,MAP,talus,talus,https://inspire.ec.europa.eu/registry/status/valid
ML,en,fisiogr_forma,ML,lacustrine terrace,lacustrine terrace,https://inspire.ec.europa.eu/registry/status/valid
MP,en,fisiogr_forma,MP,coastal plane,coastal plane,https://inspire.ec.europa.eu/registry/status/valid
MPA,en,fisiogr_forma,MPA,tide plane,tide plane,https://inspire.ec.europa.eu/registry/status/valid
MPC,en,fisiogr_forma,MPC,bar,bar,https://inspire.ec.europa.eu/registry/status/valid
MPF,en,fisiogr_forma,MPF,mud plane,mud plane,https://inspire.ec.europa.eu/registry/status/valid
MPL,en,fisiogr_forma,MPL,lacustrine fluctuation strip,lacustrine fluctuation strip,https://inspire.ec.europa.eu/registry/status/valid
MPM,en,fisiogr_forma,MPM,tide channel,tide channel,https://inspire.ec.europa.eu/registry/status/valid
MPP,en,fisiogr_forma,MPP,marsh plane,marsh plane,https://inspire.ec.europa.eu/registry/status/valid
MPS,en,fisiogr_forma,MPS,sand plane,sand plane,https://inspire.ec.europa.eu/registry/status/valid
MT,en,fisiogr_forma,MT,marine terrace,marine terrace,https://inspire.ec.europa.eu/registry/status/valid
MTI,en,fisiogr_forma,MTI,dissected marine terrace,dissected marine terrace,https://inspire.ec.europa.eu/registry/status/valid
P00,en,fisiogr_forma,P00,fluvial origin in large plains landforms,fluvial origin in large plains landforms,https://inspire.ec.europa.eu/registry/status/valid
PB,en,fisiogr_forma,PB,reclaimed flood plane,reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBA,en,fisiogr_forma,PBA,transitional area: natural levee in reclaimed flood plane,transitional area: natural levee in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBC,en,fisiogr_forma,PBC,distant crevasse splay or channel in reclaimed flood plane,distant crevasse splay or channel in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBD,en,fisiogr_forma,PBD,bar top in reclaimed flood plane,bar top in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBM,en,fisiogr_forma,PBM,single paleochannel in reclaimed flood plane,single paleochannel in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBR,en,fisiogr_forma,PBR,low land spring in reclaimed flood plane,low land spring in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBT,en,fisiogr_forma,PBT,overtopping area in reclaimed flood plane,overtopping area in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBV,en,fisiogr_forma,PBV,crevasse splay or channel in reclaimed flood plane,crevasse splay or channel in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBW,en,fisiogr_forma,PBW,paleochannel with interlaced channels in reclaimed flood plane,paleochannel with interlaced channels in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBX,en,fisiogr_forma,PBX,area with interlaced channels traces in reclaimed flood plane,area with interlaced channels traces in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBY,en,fisiogr_forma,PBY,area with individual channels traces in reclaimed flood plane,area with individual channels traces in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PBZ,en,fisiogr_forma,PBZ,depression in reclaimed flood plane,depression in reclaimed flood plane,https://inspire.ec.europa.eu/registry/status/valid
PC,en,fisiogr_forma,PC,flood plane,flood plane,https://inspire.ec.europa.eu/registry/status/valid
PCA,en,fisiogr_forma,PCA,transitional area: natural levee in flood plane,transitional area: natural levee in flood plane,https://inspire.ec.europa.eu/registry/status/valid
PCC,en,fisiogr_forma,PCC,distant crevasse splay or channel,distant crevasse splay or channel,https://inspire.ec.europa.eu/registry/status/valid
PCD,en,fisiogr_forma,PCD,bar top in flood plane,bar top in flood plane,https://inspire.ec.europa.eu/registry/status/valid
PCE,en,fisiogr_forma,PCE,hanging flood plane,hanging flood plane,https://inspire.ec.europa.eu/registry/status/valid
PCF,en,fisiogr_forma,PCF,active bed with interlaced channels,active bed with interlaced channels,https://inspire.ec.europa.eu/registry/status/valid
PCG,en,fisiogr_forma,PCG,flood plane splay,flood plane splay,https://inspire.ec.europa.eu/registry/status/valid
PCI,en,fisiogr_forma,PCI,fluvial island,fluvial island,https://inspire.ec.europa.eu/registry/status/valid
PCM,en,fisiogr_forma,PCM,paleochannel with single channel,paleochannel with single channel,https://inspire.ec.europa.eu/registry/status/valid
PCR,en,fisiogr_forma,PCR,low land spring in flood plane,low land spring in flood plane,https://inspire.ec.europa.eu/registry/status/valid
PCS,en,fisiogr_forma,PCS,meanders plane,meanders plane,https://inspire.ec.europa.eu/registry/status/valid
PCT,en,fisiogr_forma,PCT,overtopping area,overtopping area,https://inspire.ec.europa.eu/registry/status/valid
